Trade_Time,Price_USD,Volume_BTC,Symbol
2025-09-30 00:03:01.315,114194.9,0.002,BTCUSDT
2025-09-30 00:03:01.315,114194.6,0.002,BTCUSDT
2025-09-30 00:03:01.315,114194.6,0.006,BTCUSDT
2025-09-30 00:03:01.315,114194.2,0.029,BTCUSDT
2025-09-30 00:03:01.315,114194.0,0.002,BTCUSDT
2025-09-30 00:03:01.315,114194.0,0.011,BTCUSDT
2025-09-30 00:03:01.315,114193.8,0.001,BTCUSDT
2025-09-30 00:03:01.315,114193.8,0.002,BTCUSDT
2025-09-30 00:03:01.315,114193.8,0.002,BTCUSDT
2025-09-30 00:03:01.315,114193.8,0.002,BTCUSDT
2025-09-30 00:03:01.315,114193.6,0.001,BTCUSDT
2025-09-30 00:03:01.315,114193.4,0.002,BTCUSDT
2025-09-30 00:03:01.315,114193.3,0.002,BTCUSDT
2025-09-30 00:03:01.315,114193.2,0.001,BTCUSDT
2025-09-30 00:03:01.315,114193.1,0.002,BTCUSDT
2025-09-30 00:03:01.315,114193.0,0.001,BTCUSDT
2025-09-30 00:03:01.315,114192.9,0.027,BTCUSDT
2025-09-30 00:03:01.315,114192.7,0.001,BTCUSDT
2025-09-30 00:03:01.315,114192.7,0.003,BTCUSDT
2025-09-30 00:03:01.337,114192.6,0.093,BTCUSDT
2025-09-30 00:03:01.337,114192.6,0.093,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.9,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.712,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.61,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.705,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.16,BTCUSDT
2025-09-30 00:03:01.414,114192.7,0.227,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.004,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.052,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.003,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.052,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.052,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.002,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.002,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.415,114192.6,0.001,BTCUSDT
2025-09-30 00:03:01.743,114192.6,0.003,BTCUSDT
2025-09-30 00:03:01.862,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.236,114192.6,0.003,BTCUSDT
2025-09-30 00:03:02.662,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.662,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.727,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.727,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.752,114192.6,0.001,BTCUSDT
2025-09-30 00:03:02.766,114192.6,0.002,BTCUSDT
2025-09-30 00:03:02.837,114192.5,0.002,BTCUSDT
2025-09-30 00:03:02.837,114192.5,0.004,BTCUSDT
2025-09-30 00:03:02.844,114192.6,0.012,BTCUSDT
2025-09-30 00:03:02.895,114192.5,0.02,BTCUSDT
2025-09-30 00:03:02.940,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.020,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.021,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.005,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.033,114192.6,0.012,BTCUSDT
2025-09-30 00:03:03.034,114192.5,0.001,BTCUSDT
2025-09-30 00:03:03.220,114192.6,0.002,BTCUSDT
2025-09-30 00:03:03.398,114192.6,0.003,BTCUSDT
2025-09-30 00:03:03.491,114192.6,0.038,BTCUSDT
2025-09-30 00:03:03.527,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.804,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.872,114192.5,0.029,BTCUSDT
2025-09-30 00:03:03.940,114192.6,0.001,BTCUSDT
2025-09-30 00:03:03.997,114192.5,0.002,BTCUSDT
2025-09-30 00:03:04.328,114192.5,0.02,BTCUSDT
2025-09-30 00:03:04.373,114192.5,0.01,BTCUSDT
2025-09-30 00:03:04.521,114192.5,0.053,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.032,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.001,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.001,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.001,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.017,BTCUSDT
2025-09-30 00:03:04.986,114192.6,0.017,BTCUSDT
2025-09-30 00:03:05.008,114192.6,0.001,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.003,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.009,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.002,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.004,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.001,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.003,BTCUSDT
2025-09-30 00:03:05.092,114192.6,0.022,BTCUSDT
2025-09-30 00:03:05.564,114192.6,0.001,BTCUSDT
2025-09-30 00:03:05.839,114192.6,0.012,BTCUSDT
2025-09-30 00:03:05.941,114192.5,0.001,BTCUSDT
2025-09-30 00:03:06.008,114192.6,0.009,BTCUSDT
2025-09-30 00:03:06.052,114192.5,0.002,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.004,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.003,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.005,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.175,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.009,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.011,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.008,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.025,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.005,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.02,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.072,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.002,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.004,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.006,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.323,BTCUSDT
2025-09-30 00:03:06.192,114192.6,0.551,BTCUSDT
2025-09-30 00:03:06.196,114192.6,0.006,BTCUSDT
2025-09-30 00:03:06.196,114192.6,0.01,BTCUSDT
2025-09-30 00:03:06.196,114192.6,0.001,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.002,BTCUSDT
2025-09-30 00:03:06.196,114192.7,0.018,BTCUSDT
